StartDate	EndDate	Status	IPAddress	Progress	Duration..in.seconds.	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q8	Q9_1	Q9_2	Q9_3	Q9_4	Q9_5	Q9_6	Q9_7	Q9_8	Q9_9	Q9_10	Q9_11	Q9_12	Q9_13	Q9_14	Q9_15	Q9_16	Q9_17	Q9_18	Q9_19	Q9_20	Q9_21	Q9_22	Q9_23	Q9_24	Q9_25	Q10_1	Q10_2	Q10_3	Q10_4	Q10_5	Q10_6	Q10_7	Q10_8	Q10_9	Q10_10	Q10_11	Q10_12	Q10_13	Q10_14	Q10_15	Q10_16	Q10_17	Q10_18	Q10_19	Q10_20	Q10_21	Q11_1	Q11_2	Q11_3	Q11_4	Q13_1	Q13_2	Q13_3	Q13_4	Q13_5	Q13_6	Q13_7	Q13_8	Q13_9	Q13_10	Q13_11	Q13_12	Q13_13	Q13_14	Q13_15	Q13_16	Q13_17	Q13_18	Q13_19	Q13_20	Q13_21	Q13_22	Q5	Q6	Q7	Semester
2021-12-07T10:12:20Z	2021-12-07T10:18:07Z	IP Address	134.82.172.205	100	347	TRUE	2021-12-07T10:18:07Z	R_3rSR6JHsp2X5Gr1	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a medical degree	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Moderate gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Disagree	Strongly agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Neutral	Strongly disagree	Strongly agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	No	N/A	Definitely yes	Fall 2021
2021-12-07T10:12:28Z	2021-12-07T10:19:41Z	IP Address	134.82.160.224	100	432	TRUE	2021-12-07T10:19:41Z	R_3Hv83Ak7xTI6CMQ	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a medical degree	Much	Much	Extensive	Much	Extensive	Extensive	Some	Some	Extensive	Extensive	Extensive	Much	Extensive	Much	Much	Extensive	Extensive	Extensive	Much	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Extensive	N.A./Prefer not to answer	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Agree	Agree	Agree	Agree	Strongly agree	Neutral	Strongly agree	Agree	Disagree	Agree	Strongly disagree	Strongly disagree	Neutral	Agree	Disagree	Disagree	Agree	Agree	Agree	Neutral	Disagree	Agree	Disagree	Agree	Disagree	Strongly disagree	No	N/A	Definitely yes	Fall 2021
2021-12-07T10:12:43Z	2021-12-07T10:19:58Z	IP Address	134.82.191.119	100	435	TRUE	2021-12-07T10:19:59Z	R_2Vr9GHV0OLf8AAY	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I have not considered any post-graduate education	Much	Some	Extensive	Much	Much	Extensive	Some	Little	Much	Much	Extensive	Much	Extensive	Extensive	Little	Much	Some	Extensive	Little	None	None	None	Some	Much	N.A./Prefer not to answer	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Small gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Agree	Agree	Agree	Agree	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Strongly disagree	Disagree	Agree	Strongly agree	Disagree	Agree	Strongly agree	Agree	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Neutral	Strongly disagree	Yes	Biology	Definitely yes	Fall 2021
2021-12-07T10:13:02Z	2021-12-07T10:20:18Z	IP Address	134.82.163.61	100	436	TRUE	2021-12-07T10:20:18Z	R_2vi7EPg0JMGRtPF	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a medical degree	Some	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Much	Extensive	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Extensive	N.A./Prefer not to answer	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Disagree	Neutral	Agree	Agree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Agree	Disagree	Neutral	Strongly disagree	Yes	Biology	Definitely yes	Fall 2021
2021-12-07T10:12:23Z	2021-12-07T10:20:35Z	IP Address	134.82.169.186	100	492	TRUE	2021-12-07T10:20:36Z	R_3oyGwvosgKwds9b	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a Doctoral degree in a science-related field	Much	Much	Some	Some	Extensive	Much	Much	Much	Much	Extensive	Extensive	Much	Much	Extensive	Some	Much	Much	Extensive	Little	Little	Little	Little	Extensive	Extensive	Some	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Small gain	Moderate gain	Large gain	Large gain	Moderate gain	Small gain	Very large gain	Large gain	Small gain	Large gain	Moderate gain	Small gain	Moderate gain	Large gain	Small gain	Agree	Agree	Agree	Neutral	Strongly agree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Neutral	Disagree	Agree	Disagree	Neutral	Disagree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Yes	Biology	Definitely yes	Fall 2021
2021-12-07T12:56:49Z	2021-12-07T13:06:18Z	IP Address	134.82.175.66	100	568	TRUE	2021-12-07T13:06:18Z	R_2y3nvnGfv2rVAHz	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a medical degree	Much	Much	Some	Extensive	Some	Little	Much	Little	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Little	Little	None	Extensive	Extensive	Much	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Moderate gain	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Disagree	Neutral	Neutral	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Neutral	Disagree	Agree	Agree	Neutral	Neutral	Disagree	Agree	Disagree	Neutral	Agree	Disagree	No	Biology or Psychology	It is likely	Fall 2021
2021-12-07T13:09:35Z	2021-12-07T13:22:20Z	IP Address	134.82.169.91	100	765	TRUE	2021-12-07T13:22:20Z	R_1BYh0Ra9dBOE7jK	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a Doctoral degree in a field other than science	Much	Much	Extensive	Extensive	Much	Little	Much	Some	Extensive	Extensive	Much	Little	Much	Some	Some	Some	Some	Little	Little	None	None	None	Extensive	Extensive	Some	Moderate gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Moderate gain	Very large gain	Very large gain	Moderate gain	Large gain	Large gain	Very large gain	Very large gain	Small gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Neutral	Neutral	Agree	Strongly agree	Disagree	Disagree	Disagree	Strongly agree	Neutral	Agree	Strongly agree	Strongly disagree	No	N/A	It is unlikely	Fall 2021
2021-12-07T13:15:56Z	2021-12-07T13:23:00Z	IP Address	134.82.182.137	100	423	TRUE	2021-12-07T13:23:00Z	R_2Y57pstiSrhmM6o	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a medical degree	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Little	Some	Little	Some	Some	Some	N.A./Prefer not to answer	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Agree	Agree	Agree	Agree	Agree	Agree	Neutral	Neutral	Disagree	Neutral	Disagree	Disagree	Disagree	Agree	Disagree	Agree	Agree	Neutral	Neutral	Disagree	Disagree	Neutral	Neutral	Neutral	Agree	Disagree	Yes	Biology	Prefer not to answer	Fall 2021
2021-12-07T13:15:25Z	2021-12-07T13:23:12Z	IP Address	134.82.179.131	100	466	TRUE	2021-12-07T13:23:12Z	R_1OZgWWjj3B5YAaz	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a medical degree	Much	Much	Little	Extensive	Extensive	Much	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Little	Extensive	Some	Some	Much	None	None	None	Extensive	Extensive	Little	Moderate gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Small gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Agree	Agree	Disagree	Strongly agree	Agree	Agree	NA	Neutral	Neutral	Agree	Agree	Agree	Agree	Strongly disagree	Yes	Biology	Prefer not to answer	Fall 2021
2021-12-07T13:15:16Z	2021-12-07T13:23:20Z	IP Address	134.82.168.37	100	483	TRUE	2021-12-07T13:23:20Z	R_3hhKaHFQCmJhGgz	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a medical degree	Some	Much	Much	Some	Much	Much	Some	Some	Extensive	Much	Extensive	Much	Extensive	Extensive	Much	Much	Much	Much	Much	None	None	None	Much	Extensive	Some	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neutral	Agree	Agree	Neutral	Disagree	Agree	Agree	Agree	Agree	Agree	Neutral	Neutral	Disagree	Agree	Agree	Agree	Agree	Disagree	No	psychology	I am not sure	Fall 2021
2021-12-07T13:15:25Z	2021-12-07T13:23:27Z	IP Address	134.82.170.133	100	482	TRUE	2021-12-07T13:23:28Z	R_2CDo3XBZnZGbwPH	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a Master's degree in a science-related field	Extensive	Much	Much	Extensive	Some	Some	Extensive	Much	Extensive	Much	Much	Some	Much	Much	Some	Little	Little	Some	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Some	Much	N.A./Prefer not to answer	No gain or very small gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Small gain	Moderate gain	Small gain	Small gain	Very large gain	Moderate gain	Small gain	Large gain	Moderate gain	Large gain	Very large gain	Large gain	Small gain	Neutral	Agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Neutral	Neutral	Disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Neutral	Agree	Neutral	Strongly agree	Disagree	Neutral	Strongly disagree	Agree	Agree	Disagree	Neutral	Strongly disagree	Yes	Biology	It is likely	Fall 2021
2021-12-07T13:15:59Z	2021-12-07T13:25:11Z	IP Address	134.82.160.143	100	552	TRUE	2021-12-07T13:25:12Z	R_8vriBqqn0YAEEjT	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a medical degree	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Extensive	N.A./Prefer not to answer	Moderate gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Moderate gain	Very large gain	Very large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Very large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Strongly disagree	Disagree	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Neutral	Neutral	Agree	Strongly disagree	Yes	Biology, Pre-med	Definitely yes	Fall 2021
2021-12-07T13:16:53Z	2021-12-07T13:25:33Z	IP Address	134.82.187.122	100	519	TRUE	2021-12-07T13:25:33Z	R_u4wXFI6ASfu7Mqt	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I have not considered any post-graduate education	Some	Much	Extensive	Extensive	Little	None	Much	Little	Much	Much	Much	None	Some	Some	None	Some	Little	Some	Extensive	Little	Little	Little	Much	Extensive	Little	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Small gain	Moderate gain	Moderate gain	Small gain	Small gain	Moderate gain	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Agree	Agree	Neutral	Strongly disagree	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Strongly agree	Agree	Neutral	Disagree	Strongly disagree	Agree	Agree	Neutral	Neutral	Strongly disagree	Yes	Biology	Definitely yes	Fall 2021
2021-12-07T13:15:20Z	2021-12-07T13:25:35Z	IP Address	134.82.169.199	100	615	TRUE	2021-12-07T13:25:36Z	R_1djl94jvI2VD7WZ	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a medical degree	Much	Much	Some	Much	Much	Some	Some	Much	Much	Much	Some	Some	Much	Some	Much	Some	Much	Much	Much	Some	Little	Little	Much	Much	Some	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Small gain	Agree	Agree	Agree	Agree	Strongly agree	Agree	Neutral	Neutral	Disagree	Disagree	Disagree	Disagree	Agree	Strongly agree	Agree	Neutral	Agree	Agree	Disagree	Strongly disagree	Disagree	Agree	Agree	Disagree	Agree	Disagree	Yes	Biology	Definitely yes	Fall 2021
2021-12-07T13:17:32Z	2021-12-07T13:25:36Z	IP Address	134.82.75.227	100	483	TRUE	2021-12-07T13:25:37Z	R_1eD9RQ7VCLU9NDk	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan not to pursue post-graduate education	Much	Much	Much	Much	Much	Some	Much	Much	Much	Much	Much	Some	Much	Some	Some	Much	Some	Some	Much	Little	Little	Little	Much	Extensive	Some	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Neutral	Agree	Neutral	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Strongly disagree	Disagree	Strongly agree	Strongly agree	Strongly disagree	Disagree	Strongly disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Yes	Biology	Definitely yes	Fall 2021
2021-12-07T13:15:11Z	2021-12-07T13:27:57Z	IP Address	134.82.191.134	100	765	TRUE	2021-12-07T13:27:57Z	R_3FKFNq84df0H7cz	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a Doctoral degree in a science-related field	N.A./Prefer not to answer	Extensive	Much	Extensive	Extensive	Much	Some	Some	Extensive	Extensive	Much	Much	Extensive	Extensive	Little	Much	Much	Little	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Extensive	Extensive	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Small gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Moderate gain	Very large gain	Large gain	Small gain	Large gain	Small gain	Large gain	Small gain	Very large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	NA	Neutral	Disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Strongly disagree	Neutral	Agree	Agree	Disagree	Neutral	Strongly disagree	Agree	Neutral	Neutral	Agree	Disagree	Yes	Biology	Definitely yes	Fall 2021
2021-12-07T13:18:07Z	2021-12-07T13:28:09Z	IP Address	134.82.160.111	100	602	TRUE	2021-12-07T13:28:09Z	R_WkQQDy2sVAHaCjv	NA	NA	NA	NA	40.97300720214844	-76.91169738769531	anonymous	EN	I now plan to pursue a Master's degree in a science-related field	Little	Some	Much	Much	Extensive	Much	Little	Some	Extensive	Extensive	Extensive	Some	Extensive	Much	Much	Much	Much	Little	None	None	None	None	Much	Extensive	Little	Small gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Moderate gain	Large gain	Very large gain	Large gain	Very large gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Very large gain	Moderate gain	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Neutral	Disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Agree	Neutral	Neutral	Strongly agree	Agree	Neutral	Strongly disagree	Strongly agree	Agree	Strongly disagree	Neutral	Disagree	Strongly disagree	Yes	Biology	Prefer not to answer	Fall 2021
2022-04-26T11:00:28Z	2022-04-26T11:05:16Z	IP Address	134.82.177.151	100	287	TRUE	2022-04-26T11:05:16Z	R_6zJ08Xgl1q5FYkN	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Agree	Disagree	Yes	Biology	Definitely yes	Spring 2022
2022-04-26T11:00:31Z	2022-04-26T11:06:58Z	IP Address	134.82.178.84	100	386	TRUE	2022-04-26T11:06:58Z	R_1Cp8BSPSwVD2KBs	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Extensive	Much	Much	Extensive	Much	Much	Much	Some	Much	Extensive	Much	Much	Extensive	Much	Much	Much	N.A./Prefer not to answer	Much	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Extensive	Much	N.A./Prefer not to answer	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	N.A./Prefer not to answer	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Neutral	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	No	Saying that I am a biology major but not yet declared.	It is likely	Spring 2022
2022-04-26T11:01:19Z	2022-04-26T11:06:59Z	IP Address	134.82.167.159	100	340	TRUE	2022-04-26T11:07:00Z	R_295tw6JhnOiGAB6	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan not to pursue post-graduate education	Some	Much	Much	Much	Extensive	Extensive	Some	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Some	Some	Little	Little	Little	Some	Much	Some	No gain or very small gain	Moderate gain	Large gain	Moderate gain	Small gain	Small gain	Small gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Small gain	Large gain	Large gain	Large gain	Large gain	Large gain	N.A./Prefer not to answer	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Disagree	Strongly agree	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Strongly disagree	Yes	Animal Behavior	Definitely yes	Spring 2022
2022-04-26T11:00:21Z	2022-04-26T11:07:11Z	IP Address	134.82.165.196	100	409	TRUE	2022-04-26T11:07:11Z	R_1kGETx81zLgC0E1	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Much	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Some	Little	Extensive	Extensive	Little	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Neutral	Neutral	Agree	Neutral	Disagree	Disagree	Strongly disagree	Agree	Disagree	Agree	Strongly agree	Disagree	No	Biology	Definitely yes	Spring 2022
2022-04-26T11:00:29Z	2022-04-26T11:07:59Z	IP Address	134.82.180.65	100	449	TRUE	2022-04-26T11:07:59Z	R_2WwpqvKh14egji4	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan not to pursue post-graduate education	Some	Much	Much	Much	Extensive	Much	Some	Some	Some	Some	Extensive	Much	Much	Some	N.A./Prefer not to answer	Much	Much	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Some	Much	Some	Small gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Moderate gain	Very large gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Large gain	Small gain	Moderate gain	Small gain	Agree	Agree	Strongly agree	Agree	Agree	Disagree	Agree	Neutral	Disagree	Disagree	Neutral	Disagree	Neutral	Agree	Disagree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	NA	Agree	Agree	Agree	Strongly disagree	No	I have not declared a major yet, but I am planning on Biology and Environmental Science	It is likely	Spring 2022
2022-04-26T11:00:41Z	2022-04-26T11:08:07Z	IP Address	134.82.162.201	100	445	TRUE	2022-04-26T11:08:07Z	R_21GpidaVvEsrEkf	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Doctoral degree in a science-related field	Extensive	Much	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Much	Much	Some	Some	Some	Extensive	Extensive	Much	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Disagree	Strongly disagree	Agree	Agree	Agree	Strongly agree	Strongly disagree	Yes	Animal Behavior	Definitely yes	Spring 2022
