StartDate	EndDate	Status	IPAddress	Progress	Duration..in.seconds.	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q8	Q9_1	Q9_2	Q9_3	Q9_4	Q9_5	Q9_6	Q9_7	Q9_8	Q9_9	Q9_10	Q9_11	Q9_12	Q9_13	Q9_14	Q9_15	Q9_16	Q9_17	Q9_18	Q9_19	Q9_20	Q9_21	Q9_22	Q9_23	Q9_24	Q9_25	Q10_1	Q10_2	Q10_3	Q10_4	Q10_5	Q10_6	Q10_7	Q10_8	Q10_9	Q10_10	Q10_11	Q10_12	Q10_13	Q10_14	Q10_15	Q10_16	Q10_17	Q10_18	Q10_19	Q10_20	Q10_21	Q11_1	Q11_2	Q11_3	Q11_4	Q13_1	Q13_2	Q13_3	Q13_4	Q13_5	Q13_6	Q13_7	Q13_8	Q13_9	Q13_10	Q13_11	Q13_12	Q13_13	Q13_14	Q13_15	Q13_16	Q13_17	Q13_18	Q13_19	Q13_20	Q13_21	Q13_22	Q5	Q6	Q7	Semester
2022-04-26T11:00:46Z	2022-04-26T11:08:26Z	IP Address	134.82.162.29	100	459	TRUE	2022-04-26T11:08:26Z	R_33xv9vEB69Zrk3E	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Much	Much	Much	Extensive	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Much	Some	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Neutral	Strongly agree	Neutral	Disagree	Neutral	Neutral	Agree	Neutral	Disagree	Neutral	Strongly disagree	Yes	Animal Behavior B.S.	Definitely yes	Spring 2022
2022-04-26T11:01:10Z	2022-04-26T11:08:44Z	IP Address	134.82.176.3	100	453	TRUE	2022-04-26T11:08:44Z	R_Pu0Ap7d7bdkFw1H	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	Not applicable/Prefer not to answer	Some	Much	Much	Much	Extensive	Extensive	Little	Little	Extensive	Much	Much	Some	Extensive	Extensive	None	Much	Much	Some	Little	None	None	None	Much	Extensive	None	Small gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Small gain	Small gain	Small gain	Large gain	Moderate gain	Small gain	Very large gain	Large gain	No gain or very small gain	Large gain	Moderate gain	Moderate gain	No gain or very small gain	Small gain	No gain or very small gain	Agree	Agree	Agree	Neutral	Agree	Disagree	Agree	Agree	Strongly disagree	Strongly agree	Strongly disagree	Disagree	Disagree	Agree	Strongly disagree	Disagree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly agree	Neutral	Neutral	Agree	Strongly disagree	Yes	Biology	Prefer not to answer	Spring 2022
2022-04-26T11:00:19Z	2022-04-26T11:10:05Z	IP Address	134.82.169.201	100	586	TRUE	2022-04-26T11:10:05Z	R_2VQFKjy1eKqoG7s	NA	NA	NA	NA	40.9755	-73.6909	anonymous	EN	I now plan to pursue a medical degree	Much	Much	Much	Extensive	Extensive	Extensive	Much	Some	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Some	Much	Much	Much	Little	None	None	None	Some	Much	Much	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Small gain	Moderate gain	Moderate gain	Large gain	Small gain	Large gain	Small gain	Moderate gain	Small gain	Large gain	Large gain	Agree	Strongly agree	Strongly agree	Neutral	Agree	Agree	Strongly agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Disagree	Neutral	Agree	Agree	Disagree	Agree	Disagree	Strongly agree	Neutral	Disagree	Neutral	Strongly disagree	Yes	Biology	Prefer not to answer	Spring 2022
2022-04-26T11:02:51Z	2022-04-26T11:10:57Z	IP Address	134.82.173.23	100	485	TRUE	2022-04-26T11:10:57Z	R_2anp7QGL4IErMEz	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan not to pursue post-graduate education	Much	Some	Extensive	Much	Some	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Some	Little	Little	Little	Extensive	Much	Little	Small gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Moderate gain	Very large gain	Small gain	Large gain	Large gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Agree	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Disagree	Agree	Strongly disagree	Yes	Biology and Environmental Science	Definitely yes	Spring 2022
2022-04-26T11:01:22Z	2022-04-26T11:11:10Z	IP Address	134.82.168.41	100	587	TRUE	2022-04-26T11:11:11Z	R_2ym8gQ8kUwk6jfB	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Doctoral degree in a science-related field	Little	Little	Extensive	Some	Much	Extensive	Little	Some	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Some	Much	Much	Extensive	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Much	Little	No gain or very small gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Moderate gain	Large gain	Very large gain	Very large gain	Small gain	Large gain	Very large gain	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Disagree	Strongly agree	Strongly disagree	Strongly disagree	Agree	Disagree	Strongly agree	Strongly disagree	Agree	Strongly agree	Strongly agree	Strongly disagree	Neutral	Strongly disagree	Strongly agree	Strongly agree	Neutral	Neutral	Strongly disagree	Yes	Biology, Arabic	Definitely yes	Spring 2022
2022-04-26T11:02:58Z	2022-04-26T11:11:28Z	IP Address	134.82.174.51	100	510	TRUE	2022-04-26T11:11:28Z	R_1SUPLtTCPfHAtaN	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Doctoral degree in a science-related field	Some	Little	Little	Much	Much	Little	Little	Much	Much	Much	Much	Much	Much	Much	Little	Much	Some	Some	Much	Much	Much	Much	Extensive	Much	Much	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Small gain	Small gain	No gain or very small gain	No gain or very small gain	Small gain	Small gain	Small gain	Small gain	Neutral	Agree	Agree	Agree	Strongly agree	Disagree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Disagree	Disagree	Strongly agree	Disagree	Disagree	Disagree	Strongly disagree	Strongly agree	Agree	Agree	Agree	Strongly disagree	Yes	Biochemistry	Definitely yes	Spring 2022
2022-04-26T11:02:48Z	2022-04-26T11:11:42Z	IP Address	134.82.165.93	100	533	TRUE	2022-04-26T11:11:43Z	R_2CZXYKABK9bzihr	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	Not applicable/Prefer not to answer	Much	Much	Extensive	Extensive	Extensive	Extensive	Some	Little	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	None	None	None	None	Much	Extensive	Little	Small gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Moderate gain	Moderate gain	Small gain	Very large gain	Moderate gain	Moderate gain	Small gain	Moderate gain	No gain or very small gain	Neutral	Strongly agree	Agree	Strongly agree	Neutral	Neutral	Strongly agree	Agree	Agree	Neutral	Disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Neutral	Agree	Agree	Neutral	Neutral	Strongly disagree	Agree	Disagree	Neutral	Agree	Strongly disagree	No	I plan to major in Economics while taking the required courses for nursing school.	It is unlikely	Spring 2022
2022-04-26T11:00:36Z	2022-04-26T11:12:02Z	IP Address	134.82.179.151	100	686	TRUE	2022-04-26T11:12:03Z	R_UYhkQpVB03dUloJ	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	Not applicable/Prefer not to answer	Some	Some	Much	Much	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Little	None	None	None	Much	Extensive	Extensive	Small gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Very large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Agree	Strongly agree	Strongly agree	Agree	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Disagree	Strongly agree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Agree	Strongly disagree	Neutral	Strongly disagree	Yes	Biology	Definitely yes	Spring 2022
2022-04-27T12:14:55Z	2022-04-27T12:17:50Z	IP Address	134.82.188.19	100	174	TRUE	2022-04-27T12:17:51Z	R_2zZleGrHGLejwRa	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	Not applicable/Prefer not to answer	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Some	Much	Much	Much	Much	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Neutral	Neutral	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Neutral	Strongly agree	Strongly disagree	Yes	Animal Behavior	Definitely yes	Spring 2022
2022-04-27T14:10:23Z	2022-04-27T14:15:34Z	IP Address	134.82.112.121	100	310	TRUE	2022-04-27T14:15:35Z	R_3gUFrz4oRGvWc0S	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	None	Extensive	Little	Extensive	Extensive	Extensive	N.A./Prefer not to answer	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Strongly agree	Neutral	Strongly disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Neutral	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Strongly agree	Agree	Agree	Strongly agree	Strongly disagree	Yes	Biology	It is likely	Spring 2022
2022-04-27T14:10:17Z	2022-04-27T14:16:50Z	IP Address	134.82.165.140	100	393	TRUE	2022-04-27T14:16:50Z	R_1rPwSbsJK6SAnWq	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Master's degree in a science-related field	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Some	Much	Extensive	Some	Some	Extensive	Extensive	Much	Much	Extensive	Extensive	Much	Some	Much	Some	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Some	Much	N.A./Prefer not to answer	Small gain	Large gain	Very large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	N.A./Prefer not to answer	Agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Disagree	Neutral	Agree	Agree	Disagree	Disagree	Disagree	Agree	Agree	Strongly disagree	Agree	Disagree	No	Undeclared	It is likely	Spring 2022
2022-04-27T14:10:15Z	2022-04-27T14:18:11Z	IP Address	134.82.160.186	100	476	TRUE	2022-04-27T14:18:11Z	R_2UghaW9Chz4lD92	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I have not considered any post-graduate education	Little	Some	Much	Some	Extensive	N.A./Prefer not to answer	Little	Some	Extensive	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Some	Much	Some	Little	Some	Extensive	Little	Little	Much	Some	Small gain	Large gain	Very large gain	Small gain	Moderate gain	Large gain	Very large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	No gain or very small gain	Large gain	Small gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Neutral	Agree	Disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Strongly agree	Disagree	Neutral	Neutral	Agree	Disagree	Strongly disagree	Agree	Neutral	Agree	Agree	Strongly disagree	Yes	Animal Behavior	Prefer not to answer	Spring 2022
2022-04-27T14:10:37Z	2022-04-27T14:19:09Z	IP Address	134.82.183.253	100	511	TRUE	2022-04-27T14:19:09Z	R_2riwRwvhVEV8zIV	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Master's degree in a science-related field	Much	Little	Extensive	Much	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	None	Much	None	Much	Much	Some	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Small gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Agree	Strongly agree	Agree	Neutral	Strongly agree	Agree	Strongly agree	Disagree	Agree	Agree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Disagree	Agree	Agree	Agree	Neutral	Agree	Strongly disagree	Strongly agree	Agree	Strongly disagree	Agree	Strongly disagree	No	BA in Animal Behavior and minor in Linguistics	Definitely yes	Spring 2022
2022-04-27T14:11:41Z	2022-04-27T14:19:54Z	IP Address	134.82.163.221	100	493	TRUE	2022-04-27T14:19:54Z	R_3OjmLeKJJh3DJKd	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan not to pursue post-graduate education	Much	Some	Extensive	Much	Extensive	Extensive	Some	Some	Much	Extensive	Much	Much	Some	Some	Some	Much	Much	Some	Some	Some	Some	Little	Much	Much	Much	Small gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Neutral	Agree	Disagree	Agree	Strongly disagree	Yes	biology	Definitely yes	Spring 2022
2022-04-27T14:14:29Z	2022-04-27T14:21:19Z	IP Address	134.82.164.48	100	409	TRUE	2022-04-27T14:21:19Z	R_2qDz5S1pwQSjqs1	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Doctoral degree in a science-related field	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	N.A./Prefer not to answer	Extensive	Extensive	Extensive	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Strongly agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Disagree	Disagree	Agree	Disagree	Strongly agree	Strongly agree	Neutral	Disagree	Neutral	Disagree	Strongly agree	Agree	Strongly disagree	Neutral	Strongly disagree	Yes	Animal Behavior	Definitely yes	Spring 2022
2022-04-27T14:10:35Z	2022-04-27T14:23:11Z	IP Address	134.82.112.21	100	756	TRUE	2022-04-27T14:23:12Z	R_3G3bYzTWA7ji87S	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	Not applicable/Prefer not to answer	Some	Some	Some	Much	Extensive	Extensive	Some	Some	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Extensive	N.A./Prefer not to answer	Large gain	Large gain	Very large gain	Very large gain	Moderate gain	Large gain	N.A./Prefer not to answer	Very large gain	Large gain	Very large gain	Large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Moderate gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Strongly agree	Strongly disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly agree	Disagree	Strongly disagree	Neutral	Strongly disagree	No	I did not declare yet, but Biology and Environmental Science	Definitely yes	Spring 2022
2022-04-27T14:10:46Z	2022-04-27T14:23:17Z	IP Address	134.82.174.97	100	751	TRUE	2022-04-27T14:23:18Z	R_3J9nnfJRsBd4nMY	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Doctoral degree in a science-related field	Extensive	Extensive	Much	Much	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Little	Little	Some	Extensive	Extensive	Extensive	Small gain	Very large gain	Very large gain	Very large gain	Moderate gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Strongly disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Neutral	Agree	Agree	Disagree	Agree	Strongly disagree	Strongly agree	Strongly agree	Strongly disagree	NA	Strongly disagree	Yes	Animal Behavior	Prefer not to answer	Spring 2022
2022-04-27T14:16:23Z	2022-04-27T14:26:22Z	IP Address	134.82.169.73	100	598	TRUE	2022-04-27T14:26:22Z	R_1EX0svOp6hLEfyH	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan not to pursue post-graduate education	Little	Little	Much	Some	Much	Extensive	Some	Little	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Some	Extensive	Much	Some	Little	None	None	Some	Much	Some	Moderate gain	Large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Very large gain	Moderate gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Neutral	Disagree	Disagree	Strongly disagree	Disagree	Disagree	Strongly agree	Disagree	Disagree	Strongly agree	Disagree	Disagree	Disagree	Disagree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Yes	Animal Behavior	Prefer not to answer	Spring 2022
2022-04-27T14:14:53Z	2022-04-27T14:27:22Z	IP Address	134.82.169.160	100	748	TRUE	2022-04-27T14:27:22Z	R_3lF78jxxBQ1GJDl	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Some	Much	Extensive	Much	Some	Much	Some	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Much	Some	Some	Some	Some	Some	Extensive	Some	Moderate gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Neutral	Agree	Agree	Agree	Agree	Neutral	Neutral	Neutral	Disagree	Agree	Disagree	Agree	Agree	Disagree	Yes	Animal Behavior	Prefer not to answer	Spring 2022
2022-04-28T11:00:40Z	2022-04-28T11:05:37Z	IP Address	134.82.177.160	100	297	TRUE	2022-04-28T11:05:37Z	R_1n3g45V3eMvZgWO	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Extensive	N.A./Prefer not to answer	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	None	None	None	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Moderate gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Moderate gain	Large gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Neutral	Neutral	Agree	Agree	Agree	Disagree	Disagree	Agree	Strongly agree	Strongly agree	Agree	Disagree	No	I plan on declaring a BA in Biology	Definitely yes	Spring 2022
2022-04-28T11:01:13Z	2022-04-28T11:05:52Z	IP Address	134.82.160.73	100	278	TRUE	2022-04-28T11:05:52Z	R_1HQCezSbvnvWDTj	NA	NA	NA	NA	40.8295	-74.2456	anonymous	EN	I now plan to pursue a Master's degree in a science-related field	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Extensive	Much	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Agree	Strongly agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Agree	Agree	Disagree	Yes	BA Animal Behavior Major, Environmental Studies Minor	Definitely yes	Spring 2022
2022-04-28T11:00:35Z	2022-04-28T11:07:27Z	IP Address	134.82.189.64	100	412	TRUE	2022-04-28T11:07:28Z	R_3nuveYK4qUkOIoN	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Master's degree in a science-related field	Much	Little	Extensive	Extensive	Much	Little	None	None	Extensive	Extensive	Much	None	Much	Much	Much	Much	Much	Much	Some	None	None	None	Extensive	Extensive	Some	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	No gain or very small gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Neutral	Agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Agree	Neutral	Agree	Agree	Disagree	Agree	Disagree	Agree	Neutral	Agree	Strongly agree	Strongly disagree	Yes	Animal Behavior	Definitely yes	Spring 2022
2022-04-28T11:01:49Z	2022-04-28T11:07:29Z	IP Address	134.82.173.34	100	340	TRUE	2022-04-28T11:07:30Z	R_vZ8lC92bnNd5zSp	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Little	Some	Much	Extensive	Extensive	Extensive	Some	Some	Extensive	Extensive	Much	Much	Extensive	Extensive	Little	Little	Little	Extensive	Some	None	None	Little	Extensive	Much	Little	Small gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Very large gain	Moderate gain	Large gain	Large gain	Very large gain	Very large gain	Moderate gain	Small gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	No gain or very small gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Disagree	Neutral	Strongly disagree	Strongly agree	Neutral	Disagree	Disagree	Agree	Strongly agree	Disagree	Agree	Agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Agree	Agree	Strongly disagree	Strongly agree	Disagree	Yes	Biology	Prefer not to answer	Spring 2022
