StartDate	EndDate	Status	IPAddress	Progress	Duration..in.seconds.	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q8	Q9_1	Q9_2	Q9_3	Q9_4	Q9_5	Q9_6	Q9_7	Q9_8	Q9_9	Q9_10	Q9_11	Q9_12	Q9_13	Q9_14	Q9_15	Q9_16	Q9_17	Q9_18	Q9_19	Q9_20	Q9_21	Q9_22	Q9_23	Q9_24	Q9_25	Q10_1	Q10_2	Q10_3	Q10_4	Q10_5	Q10_6	Q10_7	Q10_8	Q10_9	Q10_10	Q10_11	Q10_12	Q10_13	Q10_14	Q10_15	Q10_16	Q10_17	Q10_18	Q10_19	Q10_20	Q10_21	Q11_1	Q11_2	Q11_3	Q11_4	Q13_1	Q13_2	Q13_3	Q13_4	Q13_5	Q13_6	Q13_7	Q13_8	Q13_9	Q13_10	Q13_11	Q13_12	Q13_13	Q13_14	Q13_15	Q13_16	Q13_17	Q13_18	Q13_19	Q13_20	Q13_21	Q13_22	Q5	Q6	Q7	Semester
2022-04-28T11:01:03Z	2022-04-28T11:07:30Z	IP Address	134.82.189.122	100	387	TRUE	2022-04-28T11:07:31Z	R_3JzyGxLolRW9Yzr	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I have not considered any post-graduate education	Much	Extensive	Some	Extensive	Extensive	Extensive	Some	Little	Extensive	Much	Much	Much	Extensive	Extensive	Some	Extensive	Much	Much	Little	None	None	None	Much	Extensive	Little	Small gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Very large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Small gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Agree	Agree	Agree	Strongly agree	Agree	Disagree	Strongly agree	Disagree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Disagree	Agree	Neutral	Agree	Agree	Strongly disagree	Yes	Biology and Environmental Science	It is likely	Spring 2022
2022-04-28T11:01:22Z	2022-04-28T11:07:43Z	IP Address	134.82.184.58	100	380	TRUE	2022-04-28T11:07:43Z	R_3dYNo5Ly0i08zam	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	Not applicable/Prefer not to answer	Extensive	Much	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Much	Much	Some	Little	Little	Little	Extensive	Much	Much	Small gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Strongly disagree	Neutral	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Agree	Agree	Strongly disagree	Agree	Strongly disagree	Yes	Biology	Definitely yes	Spring 2022
2022-04-28T11:01:20Z	2022-04-28T11:07:55Z	IP Address	134.82.177.215	100	394	TRUE	2022-04-28T11:07:55Z	R_3O0WfjcZB5wY7HY	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Much	N.A./Prefer not to answer	Much	Much	Some	Much	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Some	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Some	Some	Small gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Small gain	Small gain	Small gain	Moderate gain	Small gain	Small gain	Small gain	Small gain	Moderate gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Agree	Neutral	Disagree	Neutral	Strongly disagree	Agree	Agree	Strongly agree	Disagree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Agree	Strongly disagree	Yes	Biology, potentially Women's and Gender Studies also	Definitely yes	Spring 2022
2022-04-28T11:00:38Z	2022-04-28T11:08:57Z	IP Address	134.82.179.9	100	498	TRUE	2022-04-28T11:08:57Z	R_2ZDffEFSY74E8vm	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Doctoral degree in a science-related field	Much	Much	Extensive	Extensive	Extensive	Extensive	Much	Little	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Little	None	None	None	Much	Extensive	Some	Large gain	Large gain	Very large gain	Moderate gain	Moderate gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Small gain	Moderate gain	Moderate gain	Neutral	Strongly agree	Agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Disagree	Strongly agree	Strongly agree	Disagree	Neutral	Strongly disagree	Strongly agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Yes	Biology	Definitely yes	Spring 2022
2022-04-28T11:01:01Z	2022-04-28T11:09:46Z	IP Address	134.82.191.67	100	524	TRUE	2022-04-28T11:09:46Z	R_25LLvorCyI5ektL	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Master's degree in a science-related field	Much	Some	Much	Much	Much	Some	Some	Some	Much	Much	Much	Some	Much	Much	Some	Much	Some	Much	Little	Little	Little	Little	Some	Some	Some	Moderate gain	Moderate gain	Large gain	Moderate gain	Small gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Agree	Agree	Agree	Agree	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Neutral	Agree	Disagree	No	Not yet	Definitely yes	Spring 2022
2022-04-28T11:01:28Z	2022-04-28T11:11:58Z	IP Address	134.82.171.207	100	630	TRUE	2022-04-28T11:11:59Z	R_3nNm6BhgerPKtDr	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I have not considered any post-graduate education	Some	Much	Much	Some	Much	Extensive	Some	Much	Extensive	Much	Much	Much	Much	Extensive	Much	Much	Much	Much	Much	Some	Much	Some	Much	Some	Much	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Strongly agree	Strongly agree	Agree	Agree	Agree	Neutral	Strongly agree	Agree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Agree	Disagree	Agree	Neutral	Neutral	Disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Neutral	Strongly disagree	Yes	Animal Behavior	Definitely yes	Spring 2022
2022-04-28T11:03:17Z	2022-04-28T11:13:10Z	IP Address	134.82.186.253	100	593	TRUE	2022-04-28T11:13:10Z	R_1DCk1kNludsKFOC	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I have not considered any post-graduate education	Much	Much	Some	Much	Some	Some	Much	Much	Much	Much	Much	Much	Some	Some	Little	Some	Some	Much	Little	None	None	None	Some	Much	Little	Small gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Small gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Strongly agree	Agree	Strongly agree	Agree	Agree	Neutral	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Agree	Agree	Agree	Neutral	Neutral	Disagree	Disagree	Neutral	Neutral	Disagree	Agree	Strongly disagree	No	Environmental science/ biology	Definitely yes	Spring 2022
2022-04-29T10:00:46Z	2022-04-29T10:08:09Z	IP Address	134.82.182.123	100	443	TRUE	2022-04-29T10:08:10Z	R_1Lvt7huRyzrl23Z	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Much	Much	Much	Much	Much	Some	Some	Much	Much	Much	Some	Some	Much	Much	Some	Some	Some	Some	Much	Much	Much	Much	Much	Much	Some	Small gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Small gain	Moderate gain	Moderate gain	Large gain	Small gain	Disagree	Agree	Disagree	Neutral	Agree	Agree	Strongly agree	Disagree	Disagree	Agree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Disagree	Agree	Agree	Agree	Disagree	Neutral	Disagree	Agree	Agree	Disagree	Agree	Disagree	Yes	Biology	Definitely yes	Spring 2022
2022-04-29T10:00:51Z	2022-04-29T10:08:53Z	IP Address	134.82.184.37	100	481	TRUE	2022-04-29T10:08:53Z	R_1doxchYNKFAoZcF	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Master's degree in a science-related field	Some	Some	Some	Some	Little	Some	Some	Much	Much	Much	Little	Little	Little	Little	Little	Little	Little	Extensive	Extensive	Extensive	Much	Some	Much	Extensive	Extensive	Small gain	No gain or very small gain	Small gain	Small gain	Small gain	Moderate gain	Small gain	Small gain	Small gain	Small gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Small gain	Small gain	Small gain	No gain or very small gain	Small gain	Moderate gain	Neutral	Neutral	Neutral	Neutral	Neutral	Disagree	Neutral	Neutral	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Agree	Disagree	Disagree	Neutral	Disagree	Disagree	Agree	Agree	Agree	Agree	Disagree	Yes	Bachelor of Science in Animal Behavior	Definitely yes	Spring 2022
2022-04-29T10:01:31Z	2022-04-29T10:08:59Z	IP Address	134.82.173.209	100	447	TRUE	2022-04-29T10:08:59Z	R_2PoNQJFxaILToaz	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	Not applicable/Prefer not to answer	Some	Some	Some	Some	Some	Some	Extensive	Extensive	Extensive	Extensive	Some	Some	Some	Some	Some	Some	Some	Some	Some	Some	Some	Some	Some	Some	Some	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	Agree	Agree	Agree	Agree	Neutral	Neutral	Neutral	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Strongly agree	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Yes	Psychology	Definitely yes	Spring 2022
2022-04-29T10:01:03Z	2022-04-29T10:09:25Z	IP Address	134.82.187.177	100	501	TRUE	2022-04-29T10:09:25Z	R_1LtJ16ZLUAjdjaT	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Much	Much	Much	Much	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Little	Little	Little	Little	Much	None	Extensive	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Disagree	Strongly agree	Agree	Disagree	Disagree	Disagree	Strongly agree	Agree	Strongly disagree	Agree	Strongly disagree	Yes	Biology and Spanish majors	Definitely yes	Spring 2022
2022-04-29T10:02:31Z	2022-04-29T10:12:24Z	IP Address	134.82.184.19	100	592	TRUE	2022-04-29T10:12:25Z	R_UfHDu3cOziy0heV	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Some	Extensive	None	Much	Much	Much	Some	Some	Much	Much	Extensive	Much	Some	Some	Extensive	Some	Much	Some	Much	None	None	None	Little	None	None	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Agree	Neutral	Neutral	Strongly agree	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neutral	Neutral	Neutral	Neutral	Neutral	Yes	Biology, International Relations	It is likely	Spring 2022
2022-04-29T10:02:11Z	2022-04-29T10:13:48Z	IP Address	134.82.181.130	100	696	TRUE	2022-04-29T10:13:48Z	R_1jv5Cn0bVzmSSvb	NA	NA	NA	NA	40.7355	-74.3253	anonymous	EN	Not applicable/Prefer not to answer	Much	Some	Extensive	Extensive	Extensive	Much	Little	Little	Extensive	Extensive	Much	None	Much	Much	Extensive	Some	Some	None	Little	None	None	Little	None	None	None	No gain or very small gain	Small gain	Small gain	Moderate gain	No gain or very small gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Very large gain	Large gain	Very large gain	N.A./Prefer not to answer	N.A./Prefer not to answer	Large gain	Very large gain	Small gain	Moderate gain	Small gain	Large gain	Disagree	Agree	Disagree	Strongly agree	Agree	Agree	Agree	Strongly agree	Disagree	Agree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Neutral	Agree	Strongly disagree	Yes	Animal Behavior	Prefer not to answer	Spring 2022
2022-04-29T10:01:12Z	2022-04-29T10:15:10Z	IP Address	134.82.180.234	100	838	TRUE	2022-04-29T10:15:11Z	R_2CmlVXs2LzYJK7O	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	Not applicable/Prefer not to answer	Much	Some	Some	Much	Much	Much	Much	Some	Much	Much	Some	Some	Much	Much	Much	Some	Much	Some	Little	None	None	None	None	None	Little	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Small gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Small gain	Disagree	Agree	Agree	Neutral	Agree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Disagree	Agree	Disagree	Neutral	Agree	Disagree	No	I have not declared a major at this point.	Definitely yes	Spring 2022
2022-04-29T10:00:49Z	2022-04-29T10:17:26Z	IP Address	134.82.112.76	100	996	TRUE	2022-04-29T10:17:26Z	R_3R7sqFqwIZ48wV1	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	Not applicable/Prefer not to answer	Some	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Much	Some	Much	Extensive	Some	Small gain	Moderate gain	Small gain	Small gain	Small gain	Small gain	No gain or very small gain	Small gain	Small gain	Moderate gain	Small gain	Small gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Small gain	Strongly disagree	Neutral	Neutral	Neutral	Agree	Agree	Strongly agree	Neutral	Strongly disagree	Disagree	Disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Neutral	Agree	Neutral	Disagree	Disagree	Neutral	Strongly agree	Agree	Strongly disagree	Agree	Strongly disagree	No	I will declare Biology/ Environmental Science	Definitely yes	Spring 2022
2022-04-29T10:00:49Z	2022-04-29T10:18:14Z	IP Address	134.82.112.119	100	1044	TRUE	2022-04-29T10:18:14Z	R_1JW2bzvqLXSK9yN	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Master's degree in a science-related field	Some	Much	Extensive	Extensive	Much	Some	Little	Extensive	Extensive	Much	Much	Much	Much	Much	Much	Much	Much	Much	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Much	No gain or very small gain	Small gain	Small gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Small gain	Large gain	Moderate gain	Large gain	Small gain	Disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Neutral	Agree	Neutral	Neutral	Strongly agree	Strongly disagree	Strongly disagree	Neutral	Agree	Neutral	Agree	Agree	Neutral	Neutral	Strongly disagree	Strongly disagree	Disagree	Disagree	Neutral	Neutral	Strongly disagree	Yes	environmental studies	Definitely yes	Spring 2022
2022-05-02T11:07:54Z	2022-05-02T11:10:26Z	IP Address	134.82.176.145	100	151	TRUE	2022-05-02T11:10:26Z	R_2BrL6RjhfLRTIsT	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Yes	Biology BS	Definitely yes	Spring 2022
2022-05-02T11:04:25Z	2022-05-02T11:10:53Z	IP Address	134.82.188.195	100	388	TRUE	2022-05-02T11:10:54Z	R_1q8xatFsg6Hw3RM	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I have not considered any post-graduate education	Much	Some	Little	Much	Some	Some	Much	Much	Much	Much	Little	Some	Much	Much	Little	Extensive	Much	Little	Much	Some	Some	Little	Little	Little	Some	No gain or very small gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Small gain	Small gain	Moderate gain	Small gain	Small gain	No gain or very small gain	Large gain	Small gain	Small gain	Moderate gain	No gain or very small gain	Small gain	Small gain	Small gain	No gain or very small gain	Agree	Agree	Disagree	Strongly agree	Neutral	Agree	Agree	Agree	Agree	Strongly agree	Disagree	Disagree	Neutral	Agree	Agree	Agree	Disagree	Neutral	Agree	Strongly disagree	Disagree	Neutral	Agree	Disagree	Agree	Disagree	Yes	Animal Behavior	Prefer not to answer	Spring 2022
2022-05-02T11:07:08Z	2022-05-02T11:14:07Z	IP Address	134.82.170.140	100	419	TRUE	2022-05-02T11:14:07Z	R_1plCBOrTCgtl6Aq	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Doctoral degree in a science-related field	Much	Much	Extensive	Extensive	Extensive	Much	Extensive	Much	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Some	Some	Much	Some	Much	Much	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Small gain	Large gain	Moderate gain	Large gain	Large gain	Small gain	Moderate gain	Large gain	Large gain	No gain or very small gain	Disagree	Agree	Neutral	Disagree	Agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Strongly disagree	Neutral	Strongly disagree	Agree	Agree	Strongly disagree	Disagree	Strongly disagree	Yes	Biology	Definitely yes	Spring 2022
2022-05-02T11:07:34Z	2022-05-02T11:14:48Z	IP Address	134.82.179.104	100	434	TRUE	2022-05-02T11:14:48Z	R_27vNGNpKffngBUe	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Master's degree in a science-related field	Some	Little	Little	Some	Some	Little	Little	Little	Little	Little	Little	Some	Some	Some	Much	Some	Some	N.A./Prefer not to answer	Little	None	None	Little	Little	None	Some	No gain or very small gain	Small gain	Small gain	No gain or very small gain	N.A./Prefer not to answer	N.A./Prefer not to answer	Small gain	Small gain	Small gain	Small gain	No gain or very small gain	No gain or very small gain	Large gain	Small gain	Large gain	Moderate gain	No gain or very small gain	Moderate gain	Small gain	Small gain	No gain or very small gain	Disagree	NA	Agree	Disagree	Agree	Neutral	Agree	Neutral	Disagree	Agree	Strongly disagree	Strongly disagree	Neutral	Neutral	Strongly disagree	Neutral	Agree	Neutral	Agree	Neutral	Disagree	Neutral	Disagree	Disagree	Neutral	Strongly disagree	No	Currently Biology (BA) and a minor in dance	It is likely	Spring 2022
2022-05-02T11:07:48Z	2022-05-02T11:15:11Z	IP Address	134.82.160.78	100	443	TRUE	2022-05-02T11:15:12Z	R_33BEMbLmo8WmAHf	NA	NA	NA	NA	40.8295	-74.2456	anonymous	EN	I now plan to pursue a medical degree	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Much	Much	Little	None	Little	Extensive	Much	Much	Some	Extensive	Much	Much	Some	Some	Much	Extensive	None	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	N.A./Prefer not to answer	Some	No gain or very small gain	Moderate gain	Moderate gain	Large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Moderate gain	Very large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Agree	Agree	Agree	Agree	Strongly agree	Agree	Agree	Neutral	Disagree	Agree	Strongly disagree	Strongly disagree	Agree	Agree	Disagree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Agree	Disagree	Yes	Animal Behavior	Prefer not to answer	Spring 2022
2022-05-02T11:09:05Z	2022-05-02T11:16:33Z	IP Address	134.82.184.235	100	447	TRUE	2022-05-02T11:16:33Z	R_10rDlLGF6Xs1xlE	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	Not applicable/Prefer not to answer	Little	Some	Much	Some	Much	Much	Some	Much	Much	Much	Little	Little	Little	Little	Much	Little	Little	None	Extensive	None	None	None	Little	None	Little	No gain or very small gain	Small gain	No gain or very small gain	Moderate gain	Moderate gain	Moderate gain	No gain or very small gain	Small gain	Moderate gain	Moderate gain	Moderate gain	No gain or very small gain	Moderate gain	No gain or very small gain	Small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	No gain or very small gain	Strongly disagree	Neutral	Strongly disagree	Disagree	Agree	Neutral	Strongly agree	Disagree	Disagree	Agree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Disagree	Neutral	Agree	Disagree	Agree	Disagree	Strongly disagree	Agree	Neutral	Strongly disagree	Strongly agree	Strongly disagree	Yes	Bachelor of Science in Animal Behavior	Definitely yes	Spring 2022
2022-05-02T11:09:26Z	2022-05-02T11:17:22Z	IP Address	134.82.173.136	100	476	TRUE	2022-05-02T11:17:22Z	R_10pYCSQvJtDpvUK	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a medical degree	Much	Much	Extensive	Extensive	Extensive	Much	Much	Little	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Much	Much	Little	Much	None	None	None	Much	None	Some	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Small gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Moderate gain	Moderate gain	Very large gain	Small gain	Agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly disagree	Agree	Disagree	Agree	Agree	Disagree	Yes	Biology Pre-Med	Definitely yes	Spring 2022
2022-05-02T11:07:38Z	2022-05-02T11:17:26Z	IP Address	134.82.168.218	100	587	TRUE	2022-05-02T11:17:26Z	R_3L20TzGuGG0A5MK	NA	NA	NA	NA	40.2825	-74.3424	anonymous	EN	Not applicable/Prefer not to answer	Some	Some	Much	Some	Much	Some	Some	Some	Much	Some	Some	Some	Much	Some	Some	Much	Some	Some	Little	Little	Little	Little	Some	Little	Little	Small gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Neutral	Neutral	Neutral	Neutral	Agree	Agree	Neutral	Disagree	Disagree	Neutral	Neutral	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Neutral	Agree	Neutral	Disagree	Neutral	Neutral	Disagree	Agree	Disagree	No	Environmental Science & Biology	Definitely yes	Spring 2022
2022-05-02T11:09:46Z	2022-05-02T11:17:33Z	IP Address	134.82.180.206	100	466	TRUE	2022-05-02T11:17:33Z	R_1ILzavUhlnrS1gB	NA	NA	NA	NA	40.973	-76.9117	anonymous	EN	I now plan to pursue a Doctoral degree in a science-related field	Some	Much	Little	Much	Much	Some	Much	Much	Extensive	Extensive	Much	Much	Much	Much	Extensive	Much	Much	Some	Some	Little	N.A./Prefer not to answer	Little	Some	N.A./Prefer not to answer	Some	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Very large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Agree	Neutral	Agree	Agree	Agree	Neutral	Agree	Neutral	Neutral	Neutral	Strongly disagree	Strongly disagree	Neutral	Agree	Disagree	Neutral	Agree	Neutral	Neutral	Neutral	Disagree	Strongly agree	Disagree	Agree	Disagree	Strongly disagree	Yes	Animal Behaviour, Classics and Ancient Mediterranean Studies	Definitely yes	Spring 2022
